Core Project Number,Affiliation,Pub Year,Authors,Country,ISSN,Journal Issue,Journal (Link to PubMed abstract),Journal Title ABBR,Journal Volume,Language,Page Number,PMC ID,PMID,PUB Date,Title (Link to full-text in PubMed Central),Related Publications in PubMed,Related Publications in Google Scholar,Articles Citing from PubMed Central,Articles Citing from Google Scholar,Relative Citation Ratio,_pmid_norm,_year_int,_issn_norm,_title_norm,APC 2025 (USD),Publisher,Journal,_journal_label,_publisher,apc_original,_waived_by_issn,_waived_by_title,_is_waived,apc_effective
R01MD014703,"Decision and Infrastructure Sciences, Argonne National Laboratory, 9700 S. Cass Avenue, Lemont, IL 60439, USA.",2022,"Collier, Nicholson; Ozik, Jonathan",United States,0891-7736, ,<a href='https://pubmed.ncbi.nlm.nih.gov/36777718'>Proceedings of the ... Winter Simulation Conference. Winter Simulation Conference</a>,Proc Winter Simul Conf,2022,eng,192-206,9912342,36777718,2022 Dec,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9912342'>DISTRIBUTED AGENT-BASED SIMULATION WITH REPAST4PY.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36777718&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9912342/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36777718'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9912342/'>Cited By, Google</a>",0.3,36777718,2022,08917736,proc winter simul conf,,,,Proc Winter Simul Conf,Unknown,,False,False,False,
R01HD059858,"Department of Communication Sciences and Disorders, Northwestern University, Evanston, IL, United States.",2022,"Hayakawa, Sayuri; Chung-Fat-Yim, Ashley; Marian, Viorica",Switzerland,2297-900X, ,<a href='https://pubmed.ncbi.nlm.nih.gov/36777922'>Frontiers in communication</a>,Front Commun (Lausanne),7,eng, ,9912478,36777922,2022,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9912478'>Predictors of language proficiency and cultural identification in heritage bilinguals.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36777922&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9912478/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36777922'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9912478/'>Cited By, Google</a>",0.62,36777922,2022,2297900X,front commun (lausanne),,,,Front Commun (Lausanne),Unknown,,False,False,False,
R37CA266487,"Department of Neurosurgery, Lou and Jean Malnati Brain Tumor Institute, Robert H. Lurie Comprehensive Cancer Center, Northwestern University Feinberg School of Medicine, Chicago, IL, USA.",2022,"Ellingwood, Abby; Wan, Hanxiao; Lee-Chang, Catalina; Lesniak, Maciej S; Zhang, Peng",United States,1933-964X,2,<a href='https://pubmed.ncbi.nlm.nih.gov/36789150'>Material matters : chemistry driving performance</a>,Mat Matters (Milwaukee),17,eng,29-36,9924093,36789150,2022,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9924093'>Therapeutic Nanoparticles Harness Myeloid Cells for Brain Tumor-targeted Delivery and Immunomodulation.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36789150&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9924093/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36789150'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9924093/'>Cited By, Google</a>", ,36789150,2022,1933964X,mat matters (milwaukee),,,,Mat Matters (Milwaukee),Unknown,,False,False,False,
R01HL141933,"Department of Mechanical Engineering, Northwestern University, 2145 Sheridan Rd, Evanston, IL, 60208, USA.",2022,"Ware, H O T; Ding, Y; Collins, C; Akar, B; Akbari, N; Wang, H; Duan, C; Ameer, G; Sun, C",England,2468-5194, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39749349'>Materials today. Chemistry</a>,Mater Today Chem,26,eng, ,11694493,39749349,2022 Dec,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11694493'>In situ formation of micro/nano phase composite for 3D printing clinically relevant bioresorbable stents.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39749349&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11694493/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39749349'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11694493/'>Cited By, Google</a>",4.63,39749349,2022,24685194,mater today chem,,,,Mater Today Chem,Unknown,,False,False,False,
T32MH115882,"Center for Behavioral Intervention Technologies, Feinberg School of Medicine, Northwestern University, 750 N. Lakeshore Drive, Chicago, IL 60611, USA.",2022,"Kruzan, Kaylee Payne; Williams, Kofoworola D A; Meyerhoff, Jonah; Yoo, Dong Whi; O'Dwyer, Linda C; De Choudhury, Munmun; Mohr, David C",Netherlands,2214-7829, ,<a href='https://pubmed.ncbi.nlm.nih.gov/36204674'>Internet interventions</a>,Internet Interv,30,eng,100578,9530477,36204674,2022 Dec,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9530477'>Social media-based interventions for adolescent and young adult mental health: A scoping review.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36204674&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9530477/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36204674'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9530477/'>Cited By, Google</a>",4.35,36204674,2022,22147829,internet interv,,,,Internet Interv,Unknown,,False,False,False,
R01DK104927,"From the Department of Radiology and Imaging Sciences, Indiana University School of Medicine, Indianapolis, IN.",2022,"Tirkes, Temel; Chinchilli, Vernon M; Bagci, Ulas; Parker, Jason G; Zhao, Xuandong; Dasyam, Anil K; Feranec, Nicholas; Grajo, Joseph R; Shah, Zarine K; Poullos, Peter D; Spilseth, Benjamin; Zaheer, Atif; Xie, Karen L; Wachsman, Ashley M; Campbell-Thompson, Martha; Conwell, Darwin L; Fogel, Evan L; Forsmark, Christopher E; Hart, Phil A; Pandol, Stephen J; Park, Walter G; Pratley, Richard E; Yazici, Cemal; Laughlin, Maren R; Andersen, Dana K; Serrano, Jose; Bellin, Melena D; Yadav, Dhiraj; Type 1 Diabetes in Acute Pancreatitis Consortium (T1DAPC)",United States,1536-4828,6,<a href='https://pubmed.ncbi.nlm.nih.gov/36206463'>Pancreas</a>,Pancreas,51,eng,586-592,9756870,36206463,2022 Jul 01,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9756870'>Design and Rationale for the Use of Magnetic Resonance Imaging Biomarkers to Predict Diabetes After Acute Pancreatitis in the Diabetes RElated to Acute Pancreatitis and Its Mechanisms Study: From the Type 1 Diabetes in Acute Pancreatitis Consortium.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36206463&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9756870/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36206463'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9756870/'>Cited By, Google</a>",0.75,36206463,2022,15364828,pancreas,,,,Pancreas,Unknown,,False,False,False,
U54EB027049,"Program in Digital Medicine and Division of Clinical Informatics, Department of Medicine, and Department of Population and Quantitative Health Sciences, University of Massachusetts Chan Medical School, Worcester, Massachusetts (A.S.).",2022,"Soni, Apurv; Herbert, Carly; Filippaios, Andreas; Broach, John; Colubri, Andres; Fahey, Nisha; Woods, Kelsey; Nanavati, Janvi; Wright, Colton; Orwig, Taylor; Gilliam, Karen; Kheterpal, Vik; Suvarna, Thejas; Nowak, Chris; Schrader, Summer; Lin, Honghuang; O'Connor, Laurel; Pretz, Caitlin; Ayturk, Didem; Orvek, Elizabeth; Flahive, Julie; Lazar, Peter; Shi, Qiming; Achenbach, Chad; Murphy, Robert; Robinson, Matthew; Gibson, Laura; Stamegna, Pamela; Hafer, Nathaniel; Luzuriaga, Katherine; Barton, Bruce; Heetderks, William; Manabe, Yukari C; McManus, David",United States,1539-3704,12,<a href='https://pubmed.ncbi.nlm.nih.gov/36215709'>Annals of internal medicine</a>,Ann Intern Med,175,eng,1685-1692,9578286,36215709,2022 Dec,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9578286'>Comparison of Rapid Antigen Tests' Performance Between Delta and Omicron Variants of SARS-CoV-2 : A Secondary Analysis From a Serial Home Self-testing Study.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36215709&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9578286/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36215709'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9578286/'>Cited By, Google</a>",3.44,36215709,2022,15393704,ann intern med,,,,Ann Intern Med,Unknown,,False,False,False,
P50CA221747,"Department of Pathology, Northwestern University Feinberg School of Medicine, Chicago, Illinois, USA.",2022,"Jamshidi, Pouya; Brat, Daniel J",England,1473-6551,6,<a href='https://pubmed.ncbi.nlm.nih.gov/36226717'>Current opinion in neurology</a>,Curr Opin Neurol,35,eng,764-771,9669114,36226717,2022 Dec 01,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9669114'>The 2021 WHO classification of central nervous system tumors: what neurologists need to know.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36226717&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9669114/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36226717'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9669114/'>Cited By, Google</a>",1.37,36226717,2022,14736551,curr opin neurol,,,,Curr Opin Neurol,Unknown,,False,False,False,
S10OD026871,"Department of Materials Science and Engineering Northwestern University, Evanston, IL 60208-3108, USA.",2022,"Farkoosh, Amir R; Dunand, David C; Seidman, David N",United States,1359-6454, ,<a href='https://pubmed.ncbi.nlm.nih.gov/36246780'>Acta materialia</a>,Acta Mater,240,eng, ,9565714,36246780,2022 Nov,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9565714'>Enhanced age-hardening response and creep resistance of an Al-0.5Mn-0.3Si (at.%) alloy by Sn inoculation.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36246780&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9565714/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36246780'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9565714/'>Cited By, Google</a>", ,36246780,2022,13596454,acta mater,,,,Acta Mater,Unknown,,False,False,False,
R01GM104530, ,2022,"Vacek, Everett; Preissner, Curt; Deng, Junjing; Jacobsen, Chris",United States,1539-4522,23,<a href='https://pubmed.ncbi.nlm.nih.gov/36255769'>Applied optics</a>,Appl Opt,61,eng,6811-6818, ,36255769,2022 Aug 10,Fast scanning in x-ray microscopy: the effects of offset in the central stop position.,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36255769&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=Fast scanning in x-ray microscopy: the effects of offset in the central stop position.'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36255769'>Cited By, PMID</a>", , ,36255769,2022,15394522,appl opt,,,,Appl Opt,Unknown,,False,False,False,
R01CA246704,"Machine & Hybrid Intelligence Lab, Department of Radiology, Northwestern University, Feinberg School of Medicine, 737 North Michigan Avenue Suite 1600, Chicago, IL 60611, USA.",2022,"Keles, Elif; Irmakci, Ismail; Bagci, Ulas",United States,2589-8701,1,<a href='https://pubmed.ncbi.nlm.nih.gov/36815063'>Advances in clinical radiology</a>,Adv Clin Radiol,4,eng,179-188,9943059,36815063,2022 Sep,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9943059'>Musculoskeletal MR Image Segmentation with Artificial Intelligence.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36815063&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9943059/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36815063'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9943059/'>Cited By, Google</a>",0.55,36815063,2022,25898701,adv clin radiol,,,,Adv Clin Radiol,Unknown,,False,False,False,
R01NS095251,"Department of Physical Medicine and Rehabilitation, Department of Biomedical Engineering, Neuroscience Graduate Program, University of Michigan, Ann Arbor, Michigan, United States 325 East Eisenhower, Room 3017; Ann Arbor, Michigan 48108-5744, 734-936-7177.",2022,"Huggins, Jane E; Krusienski, Dean; Vansteensel, Mariska J; Valeriani, Davide; Thelen, Antonia; Stavisky, Sergey; Norton, James J S; Nijholt, Anton; Müller-Putz, Gernot; Kosmyna, Nataliya; Korczowski, Louis; Kapeller, Christoph; Herff, Christian; Halder, Sebastian; Guger, Christoph; Grosse-Wentrup, Moritz; Gaunt, Robert; Dusang, Aliceson Nicole; Clisson, Pierre; Chavarriaga, Ricardo; Anderson, Charles W; Allison, Brendan Z; Aksenova, Tetiana; Aarnoutse, Erik",England,2326-263X,2,"<a href='https://pubmed.ncbi.nlm.nih.gov/36908334'>Brain computer interfaces (Abingdon, England)</a>",Brain Comput Interfaces (Abingdon),9,eng,69-101,9997957,36908334,2022,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9997957'>Workshops of the Eighth International Brain-Computer Interface Meeting: BCIs: The Next Frontier.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36908334&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9997957/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36908334'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9997957/'>Cited By, Google</a>",0.84,36908334,2022,2326263X,brain comput interfaces (abingdon),,,,Brain Comput Interfaces (Abingdon),Unknown,,False,False,False,
R01AI130348,"From the Center for Food Allergy and Asthma Research; Ann and Robert H. Lurie Children's Hospital of Chicago, Feinberg School of Medicine, Northwestern University.",2022,"Fithian, Eirene M; Warren, Christopher; Pappalardo, Andrea A; Thivalapill, Neil; Long, Jennifer R; Bilaver, Lucy A; Assa'ad, Amal; Mahdavinia, Mahboobeh; Sharma, Hemant; Gupta, Ruchi",United States,2689-0275,3,<a href='https://pubmed.ncbi.nlm.nih.gov/37502300'>Journal of food allergy</a>,J Food Allergy,4,eng,172-180,10373577,37502300,2022 Dec,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10373577'>Racial, ethnic, and socioeconomic disparities in COVID-19 and influenza vaccination in pediatric food allergy.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37502300&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10373577/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37502300'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10373577/'>Cited By, Google</a>", ,37502300,2022,26890275,j food allergy,,,,J Food Allergy,Unknown,,False,False,False,
U01DK126045,"Departments of Urology and Obstetrics, Gynecology & Reproductive Sciences, Yale University School of Medicine, 310 Cedar Street, FMB 329E, New Haven, CT 06519, USA.",2022,"Rickey, L M; Camenga, D R; Brady, S S; Williams, B R; Wyman, J F; Brault, M A; Smith, A L; LaCoursiere, D Y; James, A S; Lavender, M D; Low, L K; Prevention of Lower Urinary Tract Symptoms (PLUS) Research Consortium",United States,1931-7212,3,<a href='https://pubmed.ncbi.nlm.nih.gov/37206992'>Current bladder dysfunction reports</a>,Curr Bladder Dysfunct Rep,17,eng,188-195,10195105,37206992,2022 Sep,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10195105'>Women's Knowledge of Bladder Health: What We Have Learned in the Prevention of Lower Urinary Tract Symptoms (PLUS) Research Consortium.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37206992&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10195105/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37206992'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10195105/'>Cited By, Google</a>",0.47,37206992,2022,19317212,curr bladder dysfunct rep,,,,Curr Bladder Dysfunct Rep,Unknown,,False,False,False,
R01CA223963,"Northwestern University Feinberg School of Medicine, Dept of Medical Social Sciences, 625 N. Michigan Ave, 21-00, Chicago, IL, 60611 USA.",2022,"Bovbjerg, Katrin; Graves, Kristi; Waltz, Margaret; Farrell, David; Yanez, Betina; Chicaiza, Anthony; Omar, Rahma; Thompson, Rebecca; Kop, Mariska; Van Denburg, Alyssa N; Lorch, Danielle; Rowley, Scott D; Rini, Christine",Netherlands,1877-0509, ,<a href='https://pubmed.ncbi.nlm.nih.gov/36567868'>Procedia computer science</a>,Procedia Comput Sci,206,eng,195-205,9788802,36567868,2022,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9788802'>Expanding access to cancer peer support: development of a website to deliver written peer support that meets patients' individual emotional and informational needs while reducing potential harms.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36567868&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9788802/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36567868'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9788802/'>Cited By, Google</a>",0.88,36567868,2022,18770509,procedia comput sci,,,,Procedia Comput Sci,Unknown,,False,False,False,
R34MH124960,"Center for Behavioral Intervention Technologies, Northwestern University Feinberg School of Medicine, 750 N. Lake Shore Dr., 10th Floor Chicago, IL 60611, USA.",2022,"Stamatis, Caitlin A; Meyerhoff, Jonah; Liu, Tingting; Hou, Zhaoyi; Sherman, Garrick; Curtis, Brenda L; Ungar, Lyle H; Mohr, David C",Netherlands,1877-0509, ,<a href='https://pubmed.ncbi.nlm.nih.gov/36567869'>Procedia computer science</a>,Procedia Comput Sci,206,eng,151-161,9784681,36567869,2022,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9784681'>The association of language style matching in text messages with mood and anxiety symptoms.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36567869&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9784681/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36567869'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9784681/'>Cited By, Google</a>",0.69,36567869,2022,18770509,procedia comput sci,,,,Procedia Comput Sci,Unknown,,False,False,False,
R01CA246704,"Northwestern University, IL 60201, USA.",2022,"Demir, Ugur; Zhang, Zheyuan; Wang, Bin; Antalek, Matthew; Keles, Elif; Jha, Debesh; Borhani, Amir; Ladner, Daniela; Bagci, Ulas",Singapore, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/36745150'>Proceedings of the ... International Conference on Image Analysis and Processing. International Conference on Image Analysis and Processing</a>,Proc Int Conf Image Anal Process,13374,eng,340-347,9894332,36745150,2022 May,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9894332'>Transformer based Generative Adversarial Network for Liver Segmentation.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36745150&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9894332/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36745150'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9894332/'>Cited By, Google</a>",0.91,36745150,2022,,proc int conf image anal process,,,,Proc Int Conf Image Anal Process,Unknown,,False,False,False,
