Core Project Number,Affiliation,Pub Year,Authors,Country,ISSN,Journal Issue,Journal (Link to PubMed abstract),Journal Title ABBR,Journal Volume,Language,Page Number,PMC ID,PMID,PUB Date,Title (Link to full-text in PubMed Central),Related Publications in PubMed,Related Publications in Google Scholar,Articles Citing from PubMed Central,Articles Citing from Google Scholar,Relative Citation Ratio,Unnamed: 21,_year_int,_issn_norm,APC 2025 (USD),Publisher,Journal
P30AG072977,"Department of Neurology and Neurological Sciences, Stanford University School of Medicine, Stanford, CA.",2023,"Chemparathy, Augustine; Guen, Yann Le; Chen, Sunny; Lee, Eun-Gyung; Leong, Lesley; Gorzynski, John; Xu, Guangxue; Belloy, Michael; Kasireddy, Nandita; Tauber, Andr̩s Pe̱a; Williams, Kennedy; Stewart, Ilaria; Wingo, Thomas; Lah, James; Jayadev, Suman; Hales, Chad; Peskind, Elaine; Child, Daniel D; Keene, C Dirk; Cong, Le; Ashley, Euan; Yu, Chang-En; Greicius, Michael D",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/37547016'>medRxiv : the preprint server for health sciences</a>,medRxiv, ,eng, ,10402217,37547016,2023 Jul 24,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10402217'>APOE loss-of-function variants: Compatible with longevity and associated with resistance to Alzheimer's Disease pathology.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37547016&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10402217/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37547016'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10402217/'>Cited By, Google</a>",0.31,PMID(37547016) OR  ,2023,,,,
R01GM135651,"Department of Molecular Biosciences, Northwestern University, Evanston, IL, United States.",2023,"Talyzina, Anna; Han, Yan; Banerjee, Chiranjib; Fishbain, Susan; Reyes, Alexis; Vafabakhsh, Reza; He, Yuan",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/37292922'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,10245719,37292922,2023 May 16,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10245719'>Structural basis of TFIIIC-dependent RNA Polymerase III transcription initiation.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37292922&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10245719/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37292922'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10245719/'>Cited By, Google</a>", ,PMID(37292922) OR  ,2023,,,,
R01DK120842,Cincinnati Children's Hospital Medical Center.,2023,"Rudman-Melnick, Valeria; Adam, Mike; Stowers, Kaitlynn; Potter, Andrew; Ma, Qing; Chokshi, Saagar M; Vanhoutte, Davy; Valiente-Alandi, I̱igo; Lindquist, Diana M; Nieman, Michelle L; Kofron, J Matthew; Potter, S Steven; Devarajan, Prasad",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/37293022'>Research square</a>,Res Sq, ,eng, ,10246229,37293022,2023 May 17,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10246229'>Single-cell sequencing dissects the transcriptional identity of activated fibroblasts and identifies novel persistent distal tubular injury patterns in kidney fibrosis.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37293022&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10246229/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37293022'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10246229/'>Cited By, Google</a>",0.58,PMID(37293022) OR  ,2023,,,,
UH3NS127383,"Chemistry of Life Processes Institute and Biomedical Engineering, Northwestern University Feinberg School of Medicine, Chicago, IL 60611, USA.",2023,"Waters, Emily A; Haney, Chad R; Vaught, Lauren A; McNally, Elizabeth M; Demonbreun, Alexis R",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/37293050'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,10245844,37293050,2023 May 24,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10245844'>New semi-automated tool for the quantitation of MR imaging to estimate in vivo muscle disease severity in mice.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37293050&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10245844/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37293050'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10245844/'>Cited By, Google</a>", ,PMID(37293050) OR  ,2023,,,,
R01HD095187,"Department of Physical Therapy and Human Movement Sciences, Northwestern University, Chicago, Illinois (C.C,. J.E.S., R.A., J.D., S.B., S.G., Z.J., J.W., J.Y.); and Northwestern University Interdepartmental Neuroscience, Northwestern University, and Department of Biomedical Engineering, Northwestern University, Chicago, Illinois (J.Y.).",2023,"Carmona, Carolina; Sullivan, Jane E; Arceo, Riegele; Drogos, Justin; Besser, Sofie; Gutierrez, Susana; Jeteric, Zineyra; Wyman, James; Yao, Jun",United States,1557-0584,4,<a href='https://pubmed.ncbi.nlm.nih.gov/37314323'>Journal of neurologic physical therapy : JNPT</a>,J Neurol Phys Ther,47,eng,208-216,10487354,37314323,2023 Oct 01,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10487354'>Development and Preliminary Validity Study of a Modified Version of the Upper Extremity Fugl-Meyer Assessment for Use in Telerehabilitation.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37314323&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10487354/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37314323'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10487354/'>Cited By, Google</a>",2.46,PMID(37314323) OR  ,2023,15570584,,,
R01AR064349,"Department of Academic Pathology, Department of Biomedical Sciences and Samuel Oschin Comprehensive Cancer Institute, Cedars Sinai Medical Center, Los Angeles, CA, USA.",2023,"Khare, Sonal; Devi, Savita; Radian, Alexander D; Dorfleutner, Andrea; Stehlik, Christian",United States,1940-6029, ,"<a href='https://pubmed.ncbi.nlm.nih.gov/37578715'>Methods in molecular biology (Clifton, N.J.)</a>",Methods Mol Biol,2696,eng,55-71,11073631,37578715,2023,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11073631'>Methods to Measure NLR Oligomerization I: Size Exclusion Chromatography, Co-immunoprecipitation, and Cross-Linking.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37578715&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11073631/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37578715'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11073631/'>Cited By, Google</a>", ,PMID(37578715) OR  ,2023,19406029,,,
U01DA036939,"College of Nursing, Infectious Disease Institute, The Ohio State University, Columbus, OH.",2023,"Morgan, Ethan; Dyar, Christina; Feinstein, Brian; Hudson, Hannah; D'Aquila, Richard; McDade, Thomas W; Mustanski, Brian",United States,2688-4518,1,<a href='https://pubmed.ncbi.nlm.nih.gov/37599862'>Annals of LGBTQ public and population health</a>,Ann LGBTQ Public Popul Health,4,eng,13-Jan,10437120,37599862,2023 Mar,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10437120'>Inflammation Assessed by Latent Profiling is Associated with Stress and Suicidality but not Depression: Findings from the RADAR Cohort Study.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37599862&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10437120/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37599862'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10437120/'>Cited By, Google</a>",0.94,PMID(37599862) OR  ,2023,26884518,,,
K08DA045575,"College of Nursing, Infectious Disease Institute, The Ohio State University, Columbus, OH.",2023,"Morgan, Ethan; Dyar, Christina; Feinstein, Brian; Hudson, Hannah; D'Aquila, Richard; McDade, Thomas W; Mustanski, Brian",United States,2688-4518,1,<a href='https://pubmed.ncbi.nlm.nih.gov/37599862'>Annals of LGBTQ public and population health</a>,Ann LGBTQ Public Popul Health,4,eng,13-Jan,10437120,37599862,2023 Mar,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10437120'>Inflammation Assessed by Latent Profiling is Associated with Stress and Suicidality but not Depression: Findings from the RADAR Cohort Study.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37599862&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10437120/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37599862'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10437120/'>Cited By, Google</a>",0.94,PMID(37599862) OR  ,2023,26884518,,,
F32DA046313,"College of Nursing, Infectious Disease Institute, The Ohio State University, Columbus, OH.",2023,"Morgan, Ethan; Dyar, Christina; Feinstein, Brian; Hudson, Hannah; D'Aquila, Richard; McDade, Thomas W; Mustanski, Brian",United States,2688-4518,1,<a href='https://pubmed.ncbi.nlm.nih.gov/37599862'>Annals of LGBTQ public and population health</a>,Ann LGBTQ Public Popul Health,4,eng,13-Jan,10437120,37599862,2023 Mar,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10437120'>Inflammation Assessed by Latent Profiling is Associated with Stress and Suicidality but not Depression: Findings from the RADAR Cohort Study.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37599862&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10437120/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37599862'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10437120/'>Cited By, Google</a>",0.94,PMID(37599862) OR  ,2023,26884518,,,
R21GM141675,"Program of Polymer and Color Chemistry, Department of Textile Engineering, Chemistry and Science, North Carolina State University, Raleigh, North Carolina 27606, United States.",2023,"Zhang, Yang; Zheng, Yeting; Tomassini, Andrea; Singh, Ambarish Kumar; Raymo, Fran̤isco M",United States,2771-9855,3,<a href='https://pubmed.ncbi.nlm.nih.gov/37601830'>ACS applied optical materials</a>,ACS Appl Opt Mater,1,eng,640-651,10437147,37601830,2023 Mar 24,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10437147'>Photoactivatable Fluorophores for Bioimaging Applications.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37601830&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10437147/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37601830'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10437147/'>Cited By, Google</a>",1.11,PMID(37601830) OR  ,2023,27719855,,,
R01AI165079,"The Wistar Institute, Philadelphia, PA, USA.",2023,"Giron, Leila B; Liu, Qin; Adeniji, Opeyemi S; Yin, Xiangfan; Kannan, Toshitha; Ding, Jianyi; Lu, David Y; Langan, Susan; Zhang, Jinbing; Azevedo, Joao L L C; Li, Shuk Hang; Shalygin, Sergei; Azadi, Parastoo; Hanna, David B; Ofotokun, Igho; Lazar, Jason; Fischl, Margaret A; Haberlen, Sabina; Macatangay, Bernard; Adimora, Adaora A; Jamieson, Beth D; Rinaldo, Charles; Merenstein, Daniel; Roan, Nadia R; Kutsch, Olaf; Gange, Stephen; Wolinsky, Steven; Witt, Mallory; Post, Wendy S; Kossenkov, Andrew; Landay, Alan; Frank, Ian; Tien, Phyllis C; Gross, Robert; Brown, Todd T; Abdel-Mohsen, Mohamed",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/37609144'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,10441429,37609144,2023 Dec 31,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10441429'>Plasma Glycomic Markers of Accelerated Biological Aging During Chronic HIV Infection.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37609144&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10441429/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37609144'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10441429/'>Cited By, Google</a>", ,PMID(37609144) OR  ,2023,26928205,,,
R01AR070166,"Departments of Dermatology and Cellular and Molecular Physiology, Pennsylvania State College of Medicine, Hershey, Pennsylvania, United States of America.",2023,"Seo, Tadahiko; Lowery, Anthony M; Xu, Haifang; Giang, William; Troyanovsky, Sergey M; Vincent, Peter A; Kowalczyk, Andrew P",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/37609155'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,10441400,37609155,2023 Aug 10,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10441400'>MARCH family E3 ubiquitin ligases selectively target and degrade cadherin family proteins.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37609155&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10441400/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37609155'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10441400/'>Cited By, Google</a>", ,PMID(37609155) OR  ,2023,26928205,,,
R01EB030324,"Department of Biomedical Engineering, Northwestern University, Evanston, Illinois, USA, kaylee.henry@northwestern.edu.",2023,"Henry, Kaylee R; Miulli, Milina Michelle; Nuzov, Noa B; Nolt, Mark J; Rosenow, Joshua M; Elahi, Behzad; Pilitsis, Julie; Golestanirad, Laleh",Switzerland,1423-0372,5,<a href='https://pubmed.ncbi.nlm.nih.gov/37717576'>Stereotactic and functional neurosurgery</a>,Stereotact Funct Neurosurg,101,eng,338-347,10866684,37717576,2023,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10866684'>Variations in Determining Actual Orientations of Segmented Deep Brain Stimulation Leads Using the DiODe Algorithm: A Retrospective Study Across Different Lead Designs and Medical Institutions.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37717576&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10866684/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37717576'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10866684/'>Cited By, Google</a>", ,PMID(37717576) OR  ,2023,14230372,,,
R21AI148033,"University Clinical Research Center (UCRC), University of Sciences, Techniques and Technologies of Bamako (USTTB), Bamako, Mali.",2023,"Sanogo, Fanta; Kodio, Ousmane; Sarro, Yeya S; Diarra, Bassirou; Coulibaly, Gagni; Tolofoudie, Mohamed; Fofana, Djeneba B; Maiga, Aminata; Somboro, Anou M; Diallo, Fatimata; G Togo, Anti̬m̩ C; Somboro, Amadou; Baya, Bocar; Kone, Bourahima; Sanogo, Moumine; Dabitao, Djeneba; Kone, Amadou; Diakite, Mahamadou; Doumbia, Seydou; Mamoudou, Maiga",India,2212-554X,3,<a href='https://pubmed.ncbi.nlm.nih.gov/37721226'>International journal of mycobacteriology</a>,Int J Mycobacteriol,12,eng,235-240,11787789,37721226,2023,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11787789'>Hematological profiles of patients with tuberculosis and nontuberculous mycobacteria infections in Bamako, Mali.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37721226&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11787789/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37721226'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11787789/'>Cited By, Google</a>",0.58,PMID(37721226) OR  ,2023,2212554X,,,
R01CA217907,"Department of Medicine, Feinberg School of Medicine, Northwestern University, Chicago, IL, USA.",2023,"Shields, Mario A; Metropulos, Anastasia E; Spaulding, Christina; Hirose, Tomonori; Ohno, Shigeo; Pham, Thao N D; Munshi, Hidayatullah G",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/37745543'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,10515915,37745543,2023 Sep 27,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10515915'>BET inhibition rescues ciliogenesis and ameliorates pancreatitis-driven phenotypic changes in mice with Par3 loss.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37745543&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10515915/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37745543'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10515915/'>Cited By, Google</a>", ,PMID(37745543) OR  ,2023,26928205,,,
P30CA060553,"Department of Medicine, Feinberg School of Medicine, Northwestern University, Chicago, IL, USA.",2023,"Shields, Mario A; Metropulos, Anastasia E; Spaulding, Christina; Hirose, Tomonori; Ohno, Shigeo; Pham, Thao N D; Munshi, Hidayatullah G",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/37745543'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,10515915,37745543,2023 Sep 27,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10515915'>BET inhibition rescues ciliogenesis and ameliorates pancreatitis-driven phenotypic changes in mice with Par3 loss.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37745543&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10515915/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37745543'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10515915/'>Cited By, Google</a>", ,PMID(37745543) OR  ,2023,26928205,,,
R01DK102815,"Division of Nephrology and Hypertension, Department of Medicine, and Center for Translational Metabolism and Health, Institute for Public Health and Medicine, Northwestern University Feinberg School of Medicine, Chicago, Illinois.",2023,"David, Valentin; Salusky, Isidro B; Malluche, Hartmut; Nickolas, Thomas L",England,1473-6543,6,<a href='https://pubmed.ncbi.nlm.nih.gov/37753646'>Current opinion in nephrology and hypertension</a>,Curr Opin Nephrol Hypertens,32,eng,559-564,10539012,37753646,2023 Nov 01,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10539012'>Renal osteodystrophy: something old, something new, something needed.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37753646&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10539012/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37753646'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10539012/'>Cited By, Google</a>",1.36,PMID(37753646) OR  ,2023,14736543,,,
