Core Project Number,Affiliation,Pub Year,Authors,Country,ISSN,Journal Issue,Journal (Link to PubMed abstract),Journal Title ABBR,Journal Volume,Language,Page Number,PMC ID,PMID,PUB Date,Title (Link to full-text in PubMed Central),Related Publications in PubMed,Related Publications in Google Scholar,Articles Citing from PubMed Central,Articles Citing from Google Scholar,Relative Citation Ratio,Unnamed: 21,_year_int,_issn_norm,APC 2025 (USD),Publisher,Journal
OT2OD026557,"Department of Pharmacy Practice and Science, R. Ken Coit College of Pharmacy, University of Arizona, Tucson, AZ, USA.",2024,"Khajouei, Ehsan; Ghisays, Valentina; Piras, Ignazio S; Martinez, Kiana L; Naymik, Marcus; Ngo, Preston; Tran, Tam C; Denny, Joshua C; Wheeler, Travis J; Huentelman, Matthew J; Reiman, Eric M; Karnes, Jason H",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/39281754'>medRxiv : the preprint server for health sciences</a>,medRxiv, ,eng, ,11398429,39281754,2024 Sep 04,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11398429'>Phenome-Wide Association of APOE Alleles in the All of Us Research Program.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39281754&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11398429/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39281754'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11398429/'>Cited By, Google</a>", ,PMID(39281754) OR  ,2024,,,,
D43TW010350,University Clinical Research Center (UCRC).,2024,"Baya, Bocar; Diarra, Bassirou; Dabitao, Djeneba Koumba; Somboro, Amadou; Traore, Fah Gaoussou; Goita, Drissa; Coulibaly, Gagni; Sanogo, Moumine; Wague, Mamadou; Kone, Bourahima; Kone, Drissa; Ouattara, Khadidia; Soumare, Dianguina; Kanoute, Tenin; Toloba, Yacouba; Maiga, Almoustapha I; Maiga, Mamoudou; Diallo, Souleymane; Murphy, Robert L; Doumbia, Seydou",United States,2693-5015, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39281870'>Research square</a>,Res Sq, ,eng, ,11398560,39281870,2024 Sep 08,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11398560'>High Schistosoma mansoni Co-Infection in Tuberculosis Patients with or without Human Immunodeficiency Virus: A Prospective Cohort Study.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39281870&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11398560/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39281870'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11398560/'>Cited By, Google</a>", ,PMID(39281870) OR  ,2024,26935015,,,
T32NS047987,"Department of Psychology, Northwestern University.",2024,"Yu, Yuhua; Salvi, Carola; Becker, Maxi; Beeman, Mark",England,1354-6783,3,<a href='https://pubmed.ncbi.nlm.nih.gov/39309247'>Thinking & reasoning</a>,Think Reason,30,eng,509-530,11412399,39309247,2024,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11412399'>Solving problems with an Aha! increases risk preference.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39309247&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11412399/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39309247'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11412399/'>Cited By, Google</a>", ,PMID(39309247) OR  ,2024,13546783,,,
F31AI172382,"Department of Microbiology-Immunology, Feinberg School of Medicine, Northwestern University, Chicago, Illinois, 60611, USA.",2024,"Chen, Jiexi; Goerdeler, Felix; Jaroentomeechai, Thapakorn; Hernandez, Francisco X S; Wang, Xiaozhong; Clausen, Henrik; Narimatsu, Yoshiki; Satchell, Karla J F",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39314294'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11418979,39314294,2024 Sep 12,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11418979'>Biantennary N-glycans As Receptors for MARTX Toxins in Vibrio Pathogenesis.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39314294&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11418979/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39314294'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11418979/'>Cited By, Google</a>", ,PMID(39314294) OR  ,2024,26928205,,,
R01AG078796,"Department of Neurology, Northwestern University School of Medicine, Chicago, IL, United States.",2024,"Guo, Xueshui; Prajapati, Ravindra; Chun, Jiyeon; Byun, Insuk; Gebis, Kamil K; Wang, Yi-Zhi; Ling, Karen; Dalton, Casey; Blair, Jeff A; Hamidianjahromi, Anahid; Bachmann, Gemma; Rigo, Frank; Jafar-Nejad, Paymaan; Savas, Jeffrey N; Lee, Min Jae; Sreedharan, Jemeen; Kalb, Robert G",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39314471'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11419047,39314471,2024 Sep 14,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11419047'>Reduction of RAD23A extends lifespan and mitigates pathology in TDP-43 mice.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39314471&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11419047/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39314471'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11419047/'>Cited By, Google</a>", ,PMID(39314471) OR  ,2024,26928205,,,
U01HL146240,Colorado School of Public Health.,2024,"Abdo, Mona; Kunisaki, Ken M; Morris, Alison; Stosor, Valentina; Chang, Dong; D'Souza, Gypsyamber; Crothers, Kristina; Abdel-Maksoud, Madiha; DiGuiseppi, Carolyn; Brown, Todd T; MaWhinney, Samantha; Erlandson, Kristine M",United States,2693-5015, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39315264'>Research square</a>,Res Sq, ,eng, ,11419174,39315264,2024 Sep 10,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11419174'>Frailty, Physical Function Impairment and Pulmonary Function in Aging Men with and without HIV from the Multicenter AIDS Cohort Study (MACS).</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39315264&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11419174/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39315264'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11419174/'>Cited By, Google</a>", ,PMID(39315264) OR  ,2024,26935015,,,
P50CA221747,"Department of Neurological Surgery, Feinberg School of Medicine, Northwestern University, Chicago, IL, USA.",2024,"Kim, Kwang-Soo; Zhang, Junyi; Arrieta, VÃ­ctor A; Dmello, Crismita; Grabis, Elena; Habashy, Karl; Duffy, Joseph; Zhao, Junfei; Gould, Andrew; Chen, Li; Hu, Jian; Balyasnikova, Irina; Chand, Dhan; Levey, Dan; Canoll, Peter; Zhao, Wenting; Sims, Peter A; Rabadan, Raul; Pandey, Surya; Zhang, Bin; Lee-Chang, Catalina; Heiland, Dieter Henrik; Sonabend, Adam M",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39345374'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11429708,39345374,2024 Sep 18,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11429708'>MAPK/ERK signaling in gliomas modulates interferon responses, T cell recruitment, microglia phenotype, and immune checkpoint blockade efficacy.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39345374&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11429708/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39345374'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11429708/'>Cited By, Google</a>", ,PMID(39345374) OR  ,2024,26928205,,,
R01NS107539, ,2024,"Wu, Mingzheng; Yang, Yiyuan; Zhang, Jinglan; Efimov, Andrew I; Vazquez-Guardado, Abraham; Li, Xiuyuan; Zhang, Kaiqing; Wang, Yue; Gu, Jianyu; Zeng, Liangsong; Liu, Jiaqi; Riahi, Mohammad; Yoon, Hyoseo; Kim, Minsung; Zhang, Haohui; Lee, Minkyu; Kang, Jiheon; Ting, Kaila; Cheng, Stephen; Zhang, Wenming; Banks, Anthony; Good, Cameron H; Cox, Julia M; Pinto, Lucas; Huang, Yonggang; Kozorovitskiy, Yevgenia; Rogers, John A",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39345413'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11429977,39345413,2024 Sep 20,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11429977'>Patterned wireless transcranial optogenetics generates artificial perception.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39345413&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11429977/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39345413'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11429977/'>Cited By, Google</a>", ,PMID(39345413) OR  ,2024,26928205,,,
S10OD025194,"Department of Neurological Sciences, Rush University Medical Center, Chicago, IL, USA.",2024,"Choi, S G; Tittle, T; Barot, R; Betts, D; Gallagher, J; Kordower, J H; Chu, Y; Killinger, B A",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39345456'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11429994,39345456,2024 Sep 21,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11429994'>Comparing alpha-synuclein-interactomes between multiple systems atrophy and Parkinson's disease reveals unique and shared pathological features.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39345456&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11429994/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39345456'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11429994/'>Cited By, Google</a>", ,PMID(39345456) OR  ,2024,26928205,,,
OT2OD026557,"Albany Medical College, Albany, NY 12208, USA.",2024,"Trujillo, Frank A; Thomas, Hannah A; Berwal, Deepak; Rajulapati, Nikhil; DiMarzio, Marisa; Pilitsis, Julie G",England,1758-1877,8,<a href='https://pubmed.ncbi.nlm.nih.gov/39363634'>Pain management</a>,Pain Manag,14,eng,421-429,11487955,39363634,2024,Hip and waist circumference correlations with demographic factors and pain intensity in patients with chronic pain.,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39363634&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11487955/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39363634'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11487955/'>Cited By, Google</a>", ,PMID(39363634) OR  ,2024,17581877,,,
K08NS093127,"Department of Neurology, Perelman School of Medicine, University of Pennsylvania; Philadelphia, PA, USA, 19104.",2024,"Kannarkat, George T; Zack, Rebecca; Skrinak, R Tyler; Morley, James F; Davila-Rivera, Roseanne; Arezoumandan, Sanaz; Dorfmann, Katherine; Luk, Kelvin; Wolk, David A; Weintraub, Daniel; Tropea, Thomas F; Lee, Edward B; Xie, Sharon X; Chandrasekaran, Ganesh; Lee, Virginia M-Y; Irwin, David; Akhtar, Rizwan S; Chen-Plotkin, Alice S",United States,2693-5015, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39372921'>Research square</a>,Res Sq, ,eng, ,11451739,39372921,2024 Sep 17,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11451739'>Î±-Synuclein Conformations in Plasma Distinguish Parkinson's Disease from Dementia with Lewy Bodies.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39372921&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11451739/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39372921'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11451739/'>Cited By, Google</a>", ,PMID(39372921) OR  ,2024,26935015,,,
S10OD026814,"Department of Microbiology-Immunology, Northwestern University, Feinberg School of Medicine, Chicago, IL 60611, USA.",2024,"Maddineni, Aakaanksha; Liang, Ziyan; Jambardi, Shreya; Roy, Subrata; Tycko, Josh; Patil, Ajinkya; Manzano, Mark; Gottwein, Eva",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39386518'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11463599,39386518,2024 Sep 23,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11463599'>Cytotoxicity of Activator Expression in CRISPR-based Transcriptional Activation Systems.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39386518&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11463599/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39386518'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11463599/'>Cited By, Google</a>", ,PMID(39386518) OR  ,2024,26928205,,,
T32AI007476,"Lymphocyte Biology Section and Center for Advanced Tissue Imaging, Laboratory of Immune System Biology, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, MD, USA.",2024,"Radtke, Andrea J; Anidi, Ifeanyichukwu; Arakkal, Leanne; Arroyo-Mejias, Armando; Beuschel, Rebecca T; BÃ¶rner, Katy; Chu, Colin J; Clark, Beatrice; Clatworthy, Menna R; Colautti, Jake; Croteau, Joshua; Denha, Saven; Dever, Rose; Dutra, Walderez O; Fritzsche, Sonja; Fullam, Spencer; Gerner, Michael Y; Gola, Anita; Gollob, Kenneth J; Hernandez, Jonathan M; Hor, Jyh Liang; Ichise, Hiroshi; Jing, Zhixin; Jonigk, Danny; Kandov, Evelyn; KastenmÃ¼ller, Wolfgang; Koenig, Joshua F E; Kothurkar, Aanandita; Kreins, Alexandra Y; Lamborn, Ian; Lin, Yuri; Luciano Pereira Morais, Katia; Lunich, Aleksandra; Luz, Jean C S; MacDonald, Ryan B; Makranz, Chen; Maltez, Vivien I; Moriaty, Ryan V; Ocampo-Godinez, Juan M; Olyntho, Vitoria M; Padhan, Kartika; Remmert, Kirsten; Richoz, Nathan; Schrom, Edward C; Shang, Wanjing; Shi, Lihong; Shih, Rochelle M; Speranza, Emily; Stierli, Salome; Teichmann, Sarah A; Veres, Tibor Z; Vierhout, Megan; Wachter, Brianna T; Wade-Vallance, Adam K; Williams, Margaret; Zangger, Nathan; Germain, Ronald N; Yaniv, Ziv",United States,2331-8422, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39398203'>ArXiv</a>,ArXiv, ,eng, ,11468668,39398203,2024 Jul 26,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11468668'>The IBEX Knowledge-Base: Achieving more together with open science.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39398203&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11468668/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39398203'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11468668/'>Cited By, Google</a>", ,PMID(39398203) OR  ,2024,23318422,,,
D43TW010350,Centre Hospitalier Universitaire Gabriel TourÃ©.,2024,"Maiga, Almoustapha Issiaka; Kodio, Amadou; Ouedrago, Salimata Alou; BaldÃ©, Aliou; Dembele, Penda; Traore, Fatoumata Tata; Dolo, Oumar; Togo, JosuÃ©; Coulibaly, Yacouba Aba; Sylla, Mariam; Murphy, Robert L; Marcelin, Anne-GeneviÃ¨ve; Calvez, Vincent; DiakitÃ©, Abdoul Aziz; Todesco, Eve",United States,2693-5015, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39399663'>Research square</a>,Res Sq, ,eng, ,11469376,39399663,2024 Sep 26,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11469376'>Seroprevalence of Anti-SARS-CoV-2 IgG Antibodies among Children attending the Pediatric Hospital in Bamako, Mali (BamaCoV-Kids Study).</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39399663&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11469376/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39399663'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11469376/'>Cited By, Google</a>", ,PMID(39399663) OR  ,2024,26935015,,,
R01NS069777,"Department of Pharmacology and Chemical Biology, Emory University, Atlanta, GA, USA.",2024,"Roman, Kaitlyn M; Dinasarapu, Ashok R; Cherian, Suraj; Fan, Xueliang; Donsante, Yuping; Aravind, Nivetha; Chan, C Savio; Jinnah, H A; Hess, Ellen J",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39415987'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11482807,39415987,2024 Oct 07,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11482807'>Striatal cell-type-specific molecular signatures reveal therapeutic targets in a model of dystonia.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39415987&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11482807/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39415987'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11482807/'>Cited By, Google</a>", ,PMID(39415987) OR  ,2024,26928205,,,
R01GM135391,"Department of Cell and Developmental Biology, Feinberg School of Medicine, Northwestern University, Chicago, IL 60611, USA.",2024,"Shakya, Rajina; Suraneni, Praveen; Zaslavsky, Alexander; Rahi, Amit; Magdongon, Christine B; Gajjela, Raju; Mattamana, Basil B; Varma, Dileep",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39464080'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11507681,39464080,2024 Oct 14,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11507681'>The Hexosamine Biosynthetic Pathway alters the cytoskeleton to modulate cell proliferation and migration in metastatic prostate cancer.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39464080&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11507681/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39464080'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11507681/'>Cited By, Google</a>", ,PMID(39464080) OR  ,2024,26928205,,,
