Core Project Number,Affiliation,Pub Year,Authors,Country,ISSN,Journal Issue,Journal (Link to PubMed abstract),Journal Title ABBR,Journal Volume,Language,Page Number,PMC ID,PMID,PUB Date,Title (Link to full-text in PubMed Central),Related Publications in PubMed,Related Publications in Google Scholar,Articles Citing from PubMed Central,Articles Citing from Google Scholar,Relative Citation Ratio,_pmid_norm,_year_int,_issn_norm,_title_norm,APC 2025 (USD),Publisher,Journal,_journal_label,_publisher,apc_original,_waived_by_issn,_waived_by_title,_is_waived,apc_effective
R37CA222294,"Department of Radiation Oncology, Northwestern Memorial Hospital, Robert H. Lurie Comprehensive Cancer Center, Northwestern University Feinberg School of Medicine, 251 E. Huron St, Galter Pavilion LC-178, IL 60611. Chicago, United States.",2024,"Teo, P Troy; Rogacki, Kevin; Gopalakrishnan, Mahesh; Das, Indra J; Abazeed, Mohamed E; Mittal, Bharat B; Gentile, Michelle",Ireland,2405-6308, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38450218'>Clinical and translational radiation oncology</a>,Clin Transl Radiat Oncol,46,eng,100747,10915511,38450218,2024 May,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10915511'>Determining risk and predictors of head and neck cancer treatment-related lymphedema: A clinicopathologic and dosimetric data mining approach using interpretable machine learning and ensemble feature selection.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38450218&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10915511/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38450218'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10915511/'>Cited By, Google</a>",3.06,38450218,2024,24056308,clin transl radiat oncol,,,,Clin Transl Radiat Oncol,Unknown,,False,False,False,
P30AI117943,Washington University in Saint Louis.,2024,"Mckay, Virginia; Zamantakis, Alithia; Pachicano, Ana Michaela; Merle, James; Purrier, Morgan; Swan, McKenzie; Li, Dennis; Mustanski, Brian; Smith, Justin D; Hirschhorn, Lisa; Benbow, Nanette",United States,2693-5015, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38464091'>Research square</a>,Res Sq, ,eng, ,10925451,38464091,2024 Feb 29,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10925451'>Establishing Evidence Criteria for Implementation Strategies: A Delphi Study for HIV Services.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38464091&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10925451/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38464091'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10925451/'>Cited By, Google</a>", ,38464091,2024,26935015,res sq,,,,Res Sq,Unknown,,False,False,False,
R01HL122010,"Leipzig University, Image and Signal Processing Group, Leipzig, Germany.",2024,"Philipp, Michelle; Moth, Christopher W; Ristic, Nikola; Tiemann, Johanna K S; Seufert, Florian; Panfilova, Aleksandra; Meiler, Jens; Hildebrand, Peter W; Stein, Amelie; Wiegreffe, Daniel; Staritzbichler, René",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38464310'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,10925206,38464310,2024 Feb 28,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10925206'>MUTATIONEXPLORER- A WEBSERVER FOR MUTATION OF PROTEINS AND 3D VISUALIZATION OF ENERGETIC IMPACTS.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38464310&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10925206/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38464310'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10925206/'>Cited By, Google</a>", ,38464310,2024,26928205,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
P30AG072977,"Department of Psychology, Wheaton College, Wheaton, IL, USA.",2024,"Amitrano, Nicholas R; Lord, Alinda Rafaela; González, David Andrés",United States,2327-9109, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39207946'>Applied neuropsychology. Adult</a>,Appl Neuropsychol Adult, ,eng,8-Jan,11869320,39207946,2024 Aug 29,Montreal Cognitive Assessment's auditory items (MoCA-22): Normative data and reliable change indices.,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39207946&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11869320/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39207946'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11869320/'>Cited By, Google</a>", ,39207946,2024,23279109,appl neuropsychol adult,,,,Appl Neuropsychol Adult,Unknown,,False,False,False,
T32HD094699, ,2024,"Dipali, Shweta S; Gowett, Madison Q; Kamat, Pratik; Converse, Aubrey; Zaniker, Emily J; Fennell, Abigail; Chou, Teresa; Pritchard, Michele T; Zelinski, Mary; Phillip, Jude M; Duncan, Francesca E",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39211064'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11360955,39211064,2024 Aug 10,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11360955'>Self-organizing ovarian somatic organoids preserve cellular heterogeneity and reveal cellular contributions to ovarian aging.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39211064&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11360955/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39211064'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11360955/'>Cited By, Google</a>", ,39211064,2024,26928205,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
T32AI007476,"Lymphocyte Biology Section and Center for Advanced Tissue Imaging, Laboratory of Immune System Biology, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, MD, USA.",2024,"Radtke, Andrea J; Anidi, Ifeanyichukwu; Arakkal, Leanne; Arroyo-Mejias, Armando; Beuschel, Rebecca T; Börner, Katy; Chu, Colin J; Clark, Beatrice; Clatworthy, Menna R; Colautti, Jake; Croteau, Joshua; Denha, Saven; Dever, Rose; Dutra, Walderez O; Fritzsche, Sonja; Fullam, Spencer; Gerner, Michael Y; Gola, Anita; Gollob, Kenneth J; Hernandez, Jonathan M; Hor, Jyh Liang; Ichise, Hiroshi; Jing, Zhixin; Jonigk, Danny; Kandov, Evelyn; Kastenmüller, Wolfgang; Koenig, Joshua F E; Kothurkar, Aanandita; Kreins, Alexandra Y; Lamborn, Ian; Lin, Yuri; Luciano Pereira Morais, Katia; Lunich, Aleksandra; Luz, Jean C S; MacDonald, Ryan B; Makranz, Chen; Maltez, Vivien I; Moriaty, Ryan V; Ocampo-Godinez, Juan M; Olyntho, Vitoria M; Padhan, Kartika; Remmert, Kirsten; Richoz, Nathan; Schrom, Edward C; Shang, Wanjing; Shi, Lihong; Shih, Rochelle M; Speranza, Emily; Stierli, Salome; Teichmann, Sarah A; Veres, Tibor Z; Vierhout, Megan; Wachter, Brianna T; Wade-Vallance, Adam K; Williams, Margaret; Zangger, Nathan; Germain, Ronald N; Yaniv, Ziv",United States,2331-8422, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39398203'>ArXiv</a>,ArXiv, ,eng, ,11468668,39398203,2024 Jul 26,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11468668'>The IBEX Knowledge-Base: Achieving more together with open science.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39398203&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11468668/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39398203'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11468668/'>Cited By, Google</a>", ,39398203,2024,23318422,arxiv,,,,ArXiv,Unknown,,False,False,False,
K23AR059763,"Yale School of Medicine, Department of Internal Medicine, Section of Rheumatology, Allergy, & Immunology.",2024,"Gunes, Ilayda; Bernstein, Elana; Cowper, Shawn E; Panse, Gauri; Pradhan, Niki; Camacho, Lucy Duran; Page, Nicolas; Bundschuh, Elizabeth; Williams, Alyssa; Carns, Mary; Aren, Kathleen; Fantus, Sarah; Volkmann, Elizabeth R; Bukiri, Heather; Correia, Chase; Wang, Rui; Kolachalama, Vijaya; Wilson, F Perry; Mawe, Seamus; Mahoney, J Matthew; Hinchcliff, Monique",United States,2693-5015, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39483897'>Research square</a>,Res Sq, ,eng, ,11527259,39483897,2024 Oct 15,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11527259'>Neural network analysis as a novel skin outcome in a trial of belumosudil in patients with systemic sclerosis.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39483897&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11527259/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39483897'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11527259/'>Cited By, Google</a>", ,39483897,2024,26935015,res sq,,,,Res Sq,Unknown,,False,False,False,
P30AG072977,"Thomas Lord Department of Computer Science, Viterbi School of Engineering, University of Southern California.",2024,"Guo, Kevin; Chaudhari, Nikhil; Jafar, Tamara; Chowdhury, Nahian; Bogdan, Paul; Irimia, Andrei",United States,2693-5015, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39483910'>Research square</a>,Res Sq, ,eng, ,11527355,39483910,2024 Oct 16,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11527355'>Anatomic Interpretability in Neuroimage Deep Learning: Saliency Approaches for Typical Aging and Traumatic Brain Injury.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39483910&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11527355/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39483910'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11527355/'>Cited By, Google</a>", ,39483910,2024,26935015,res sq,,,,Res Sq,Unknown,,False,False,False,
T32DK077662,"Northwestern Medicine Health Care, Chicago, Illinois, USA; Associate Professor of Surgery, Division of Transplant, Northwestern University Feinberg School of Medicine, Northwestern University Transplant Outcomes Research Collaborative (NUTORC), Chicago, Illinois, USA; Founding Director, African American Transplant Access Program, Comprehensive Transplant Center, Chicago, Illinois, USA.",2024,"Simpson, Dinee C; Obayemi, Joy E; Kershaw, Kiarri N; Franklin, John E; Ladner, Daniela P",United States,2642-0007,9,<a href='https://pubmed.ncbi.nlm.nih.gov/39483970'>NEJM catalyst innovations in care delivery</a>,NEJM Catal Innov Care Deliv,5,eng, ,11526762,39483970,2024 Sep,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11526762'>The African American Transplant Access Program: Mitigating Disparities in Solid Organ Transplantation.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39483970&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11526762/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39483970'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11526762/'>Cited By, Google</a>", ,39483970,2024,26420007,nejm catal innov care deliv,,,,NEJM Catal Innov Care Deliv,Unknown,,False,False,False,
R35HL140014,"Department of Molecular Biology, University of Texas Southwestern Medical Center, 5323 Harry Hines Blvd., Dallas, Texas, USA 75390.",2024,"Spurgin, Stephen; Nguimtsop, Ange Michelle; Chaudhry, Fatima N; Michki, Sylvia N; Salvador, Jocelynda; Iruela-Arispe, M Luisa; Zepp, Jarod A; Mukhopadhyay, Saikat; Cleaver, Ondine",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39484464'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11527191,39484464,2024 Oct 26,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11527191'>Spatiotemporal dynamics of primary and motile cilia throughout lung development.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39484464&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11527191/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39484464'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11527191/'>Cited By, Google</a>", ,39484464,2024,26928205,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
R01CA259388,"Department of Urology, Northwestern University Feinberg School of Medicine, 303 E Superior St, Chicago, 60611, IL, USA.",2024,"Li, Yangyang; Wang, Ting-You; Guo, Qingxiang; Ren, Yanan; Lu, Xiaotong; Cao, Qi; Yang, Rendong",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39484530'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11526916,39484530,2024 Oct 26,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11526916'>A Genomic Language Model for Chimera Artifact Detection in Nanopore Direct RNA Sequencing.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39484530&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11526916/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39484530'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11526916/'>Cited By, Google</a>", ,39484530,2024,26928205,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
R01EY034740,"Feinberg Cardiovascular and Renal Research Institute, Department of Medicine, Feinberg School of Medicine, Northwestern University, Chicago, IL, USA.",2024,"Kume, Tsutomu",England,1744-7631,12,<a href='https://pubmed.ncbi.nlm.nih.gov/39560136'>Expert opinion on therapeutic targets</a>,Expert Opin Ther Targets,28,eng,1017-1020,11710970,39560136,2024 Dec,FOXC1 and retinopathy: targeting molecular mechanisms in retinal blood vessel growth.,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39560136&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11710970/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39560136'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11710970/'>Cited By, Google</a>", ,39560136,2024,17447631,expert opin ther targets,,,,Expert Opin Ther Targets,Unknown,,False,False,False,
R21AG080705,"Department of Neuroscience, Physiology and Pharmacology, University College London, Gower Street, London, WC1E 6BT, United Kingdom.",2024,"Desai, Sneha; Camporesi, Elena; Brinkmalm, Gunnar; Alatza, Argyro; Wood, Jack I; Tripathi, Takshashila; Bez, Sumi; Stasyuk, Nazar; Hajar, Haady B; Saito, Takashi; Saido, Takaomi C; Hardy, John; Cummings, Damian M; Hanrieder, Jörg; Edwards, Frances A",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39574656'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11580841,39574656,2024 Nov 04,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11580841'>Age- and amyloid-β-dependent initiation of neurofibrillary tau tangles: an improved mouse model of Alzheimer's disease without mutations in MAPT.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39574656&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11580841/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39574656'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11580841/'>Cited By, Google</a>", ,39574656,2024,26928205,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
R01HL122010,"Data Science Institute, Vanderbilt University, Nashville, 37212, TN, USA.",2024,"Kuang, Xiaohan; Su, Zhaoqian; Liu, Yunchao Lance; Lin, Xiaobo; Spencer-Smith, Jesse; Derr, Tyler; Wu, Yinghao; Meiler, Jens",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39605426'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11601550,39605426,2024 Nov 20,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11601550'>SuperWater: Predicting Water Molecule Positions on Protein Structures by Generative AI.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39605426&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11601550/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39605426'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11601550/'>Cited By, Google</a>", ,39605426,2024,26928205,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
R01HL122010,"Department of Chemistry and Center for Structural Biology, Vanderbilt University, Nashville, TN, United States.",2024,"Jiang, Shan; Su, Zhaoqian; Bloodworth, Nathaniel; Liu, Yunchao; Martina, Cristina; Harrison, David G; Meiler, Jens",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39605664'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11601666,39605664,2024 Nov 21,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11601666'>Machine learning application to predict binding affinity between peptide containing non-canonical amino acids and HLA0201.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39605664&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11601666/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39605664'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11601666/'>Cited By, Google</a>", ,39605664,2024,26928205,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
P41GM135018,"Department of Wood Science and Thermal Techniques, Faculty of Forestry and Wood Technology, Poznan University of Life Sciences, Wojska Polskiego 38/42, 60-637 Poznan, Poland.",2024,"Broda, Magdalena; Jakes, Joseph E; Li, Luxi; Antipova, Olga A; Maxey, Evan R; Jin, Qiaoling",United States,0043-7719,2,<a href='https://pubmed.ncbi.nlm.nih.gov/39990724'>Wood science and technology</a>,Wood Sci Technol,58,eng,649-675,11845243,39990724,2024 Mar,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11845243'>Conservation of model degraded pine wood with selected organosilicons studied by XFM and nanoindentation.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39990724&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11845243/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39990724'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11845243/'>Cited By, Google</a>", ,39990724,2024,00437719,wood sci technol,,,,Wood Sci Technol,Unknown,,False,False,False,
K01DA046716,"Department of Psychology, Rosalind Franklin University of Medicine and Science.",2024,"Macaulay, Taylor; Rosa, Izhani; Dyar, Christina; Davila, Joanne; Feinstein, Brian A",United States,1529-9716,4,<a href='https://pubmed.ncbi.nlm.nih.gov/39917074'>Journal of bisexuality</a>,J Bisex,24,eng,471-484,11800989,39917074,2024,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11800989'>The roles of identity centrality and affirmation in the associations between discrimination and mental health among bi+ adults.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39917074&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11800989/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39917074'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11800989/'>Cited By, Google</a>", ,39917074,2024,15299716,j bisex,,,,J Bisex,Unknown,,False,False,False,
