_issn_norm,_journal_label,_publisher,apc,papers,uncovered_total,within_cap
19322267,J Cancer Surviv,Springer Nature,4790.0,2,5580.0,False
10970142,Cancer,Wiley,4790.0,1,2790.0,False
1873233X,Obstet Gynecol,Wolters Kluwer,4800.0,3,8400.0,False
18735843,Arch Clin Neuropsychol,Oxford University Press (OUP),4823.0,1,2823.0,False
20555822,ESC Heart Fail,Wiley,4850.0,1,2850.0,False
14766256,Am J Epidemiol,Oxford University Press (OUP),4856.0,1,2856.0,False
20476310,Pediatr Obes,Wiley,4880.0,5,14400.0,False
21922659,Adv Healthc Mater,Wiley,4880.0,2,5760.0,False
15590089,Neuroinformatics,Springer Nature,4890.0,1,2890.0,False
23793708,JCI Insight,American Society for Clinical Investigation,4900.0,16,46400.0,False
10976825,J Allergy Clin Immunol,Elsevier,4900.0,9,26100.0,False
14735571,AIDS,Wolters Kluwer,4900.0,9,26100.0,False
14735598,J Hypertens,Wolters Kluwer,4900.0,3,8700.0,False
15281140,Ann Surg,Wolters Kluwer,4900.0,3,8700.0,False
1938808X,Acad Med,Wolters Kluwer,4900.0,3,8700.0,False
19447884,J Acquir Immune Defic Syndr,Wolters Kluwer,4900.0,2,5800.0,False
26663899,Patterns (N Y),Elsevier,4900.0,2,5800.0,False
1526632X,Neurology,Wolters Kluwer,4900.0,1,2900.0,False
1533712X,J Clin Psychopharmacol,Wolters Kluwer,4900.0,1,2900.0,False
15346080,Transplantation,Wolters Kluwer,4900.0,1,2900.0,False
14602423,Glycobiology,Oxford University Press (OUP),4923.36,1,2923.3599999999997,False
14755785,Inj Prev,BMJ,4953.0,2,5906.0,False
14702738,J Epidemiol Community Health,BMJ,4953.0,1,2953.0,False
18727980,Cancer Lett,Elsevier,4960.0,1,2960.0,False
18781632,Spine J,Elsevier,4980.0,1,2980.0,False
1930739X,Obesity (Silver Spring),Wiley,4980.0,1,2980.0,False
17451701,Schizophr Bull,Oxford University Press (OUP),4981.0,2,5962.0,False
14320533,Acta Neuropathol,Springer Nature,4990.0,5,14950.0,False
15733610,J Community Health,Springer Nature,4990.0,1,2990.0,False
1600065X,Immunol Rev,Wiley,5000.0,4,12000.0,False
22131787,JACC Heart Fail,Elsevier,5000.0,2,6000.0,False
1755148X,Pigment Cell Melanoma Res,Wiley,5000.0,1,3000.0,False
24055018,JACC Clin Electrophysiol,Elsevier,5000.0,1,3000.0,False
15376613,J Infect Dis,Oxford University Press (OUP),5001.0,7,21007.0,False
15376591,Clin Infect Dis,Oxford University Press (OUP),5001.0,1,3001.0,False
10970215,Int J Cancer,Wiley,5030.0,1,3030.0,False
15546578,J Neuropathol Exp Neurol,Oxford University Press (OUP),5036.0,3,9108.0,False
14602199,Cereb Cortex,Oxford University Press (OUP),5038.0,2,6076.0,False
17496632,Ann N Y Acad Sci,Wiley,5080.0,1,3080.0,False
15300366,Genet Med,Elsevier,5110.0,1,3110.0,False
15235866,Neuro Oncol,Oxford University Press (OUP),5132.0,8,25056.0,False
15376605,Am J Hum Genet,Elsevier,5150.0,2,6300.0,False
14765551,Leukemia,Springer Nature,5190.0,2,6380.0,False
20420226,Cell Mol Immunol,Springer Nature,5190.0,2,6380.0,False
21968837,J Racial Ethn Health Disparities,Springer Nature,5190.0,2,6380.0,False
13652141,Br J Haematol,Wiley,5190.0,1,3190.0,False
14710528,BJOG,Wiley,5190.0,1,3190.0,False
15321827,Br J Cancer,Springer Nature,5190.0,1,3190.0,False
14779129,Development,The Company of Biologists,5200.0,4,12800.0,False
14779137,J Cell Sci,The Company of Biologists,5200.0,4,12800.0,False
14779145,J Exp Biol,The Company of Biologists,5200.0,3,9600.0,False
15333450,J Am Soc Nephrol,Wolters Kluwer,5200.0,3,9600.0,False
15416100,J Nutr,Elsevier,5200.0,3,9600.0,False
15495469,Genome Res,Cold Spring Harbor Laboratory,5200.0,2,6400.0,False
19383207,Am J Clin Nutr,Elsevier,5200.0,2,6400.0,False
21565376,Adv Nutr,Elsevier,5200.0,1,3200.0,False
1555905X,Clin J Am Soc Nephrol,Wolters Kluwer,5250.0,2,6500.0,False
21583188,Transl Psychiatry,Springer Nature,5290.0,7,23030.0,False
15251497,J Gen Intern Med,Springer Nature,5290.0,2,6580.0,False
1756994X,Genome Med,Springer Nature,5290.0,2,6580.0,False
1740634X,Neuropsychopharmacology,Springer Nature,5290.0,1,3290.0,False
13989995,Allergy,Wiley,5300.0,1,3300.0,False
13993038,Pediatr Allergy Immunol,Wiley,5300.0,1,3300.0,False
15211878,Bioessays,Wiley,5330.0,3,9990.0,False
14714159,J Neurochem,Wiley,5330.0,2,6660.0,False
10902139,Brain Behav Immun,Elsevier,5400.0,7,23800.0,False
14697793,J Physiol,Wiley,5400.0,7,23800.0,False
15244539,Circulation,Wolters Kluwer,5400.0,5,17000.0,False
15273792,J Urol,Wolters Kluwer,5400.0,5,17000.0,False
15244636,Arterioscler Thromb Vasc Biol,Wolters Kluwer,5400.0,4,13600.0,False
19420080,Circ Cardiovasc Imaging,Wolters Kluwer,5400.0,4,13600.0,False
15244571,Circ Res,Wolters Kluwer,5400.0,3,10200.0,False
15244563,Hypertension,Wolters Kluwer,5400.0,2,6800.0,False
19413297,Circ Heart Fail,Wolters Kluwer,5400.0,2,6800.0,False
15244628,Stroke,Wolters Kluwer,5400.0,1,3400.0,False
19417705,Circ Cardiovasc Qual Outcomes,Wolters Kluwer,5400.0,1,3400.0,False
25748300,Circ Genom Precis Med,Wolters Kluwer,5400.0,1,3400.0,False
10976868,Am J Obstet Gynecol,Elsevier,5410.0,4,13640.0,False
14602105,J Natl Cancer Inst,Oxford University Press (OUP),5436.0,1,3436.0,False
23752548,Sci Adv,American Association for the Advancement of Science (AAAS),5450.0,16,55200.0,False
10968652,Am J Hematol,Wiley,5450.0,1,3450.0,False
10969896,J Pathol,Wiley,5450.0,1,3450.0,False
18732402,Biol Psychiatry,Elsevier,5489.0,2,6978.0,False
1474760X,Genome Biol,Springer Nature,5490.0,7,24430.0,False
14765578,Mol Psychiatry,Springer Nature,5490.0,4,13960.0,False
26881535,JCO Oncol Pract,American Society of Clinical Oncology (ASCO),5500.0,4,14000.0,False
1469994X,Nicotine Tob Res,Oxford University Press (OUP),5500.0,3,10500.0,False
15277755,J Clin Oncol,American Society of Clinical Oncology (ASCO),5500.0,1,3500.0,False
17553245,Cardiovasc Res,Oxford University Press (OUP),5516.55,2,7033.1,False
14683288,Gut,BMJ,5537.0,2,7074.0,False
15346293,Curr Neurol Neurosci Rep,Springer Nature,5590.0,1,3590.0,False
22111247,Cell Rep,Elsevier,5620.0,29,104980.0,False
26663791,Cell Rep Med,Elsevier,5620.0,11,39820.0,False
1879016X,Pharmacol Ther,Elsevier,5660.0,1,3660.0,False
14320738,Arch Toxicol,Springer Nature,5690.0,1,3690.0,False
15588238,J Clin Invest,American Society for Clinical Investigation,5700.0,74,273800.0,False
14602156,Brain,Oxford University Press (OUP),5702.4,6,22214.399999999998,False
00108545,Coord Chem Rev,Elsevier,5740.0,1,3740.0,False
14765594,Oncogene,Springer Nature,5990.0,5,19950.0,False
10916490,Proc Natl Acad Sci U S A,Proceedings of the National Academy of Sciences,5995.0,42,167790.0,False
15408140,J Cell Biol,Rockefeller University Press,6000.0,9,36000.0,False
23806591,JAMA Cardiol,American Medical Association (AMA),6000.0,3,12000.0,False
21686211,JAMA Pediatr,American Medical Association (AMA),6000.0,2,8000.0,False
21686173,JAMA Ophthalmol,American Medical Association (AMA),6000.0,1,4000.0,False
15214095,Adv Mater,Wiley,6070.0,6,24420.0,False
15229645,Eur Heart J,Oxford University Press (OUP),6130.8,3,12392.400000000001,False
15292401,J Neurosci,Society for Neuroscience,6270.0,5,21350.0,False
15491676,PLoS Med,Public Library of Science (PLoS),6460.0,1,4460.0,False
15280020,Blood,American Society of Hematology,6600.0,1,4600.0,False
2666979X,Cell Genom,Elsevier,6675.0,3,14025.0,False
2214109X,Lancet Glob Health,Elsevier,6680.0,1,4680.0,False
23524650,Lancet Child Adolesc Health,Elsevier,6680.0,1,4680.0,False
25425196,Lancet Planet Health,Elsevier,6680.0,1,4680.0,False
21983844,Adv Sci (Weinh),Wiley,6730.0,4,18920.0,False
20411723,Nat Commun,Springer Nature,6990.0,59,294410.0,False
15573125,Mol Cancer Res,American Association for Cancer Research (AACR),7000.0,3,15000.0,False
15388514,Mol Cancer Ther,American Association for Cancer Research (AACR),7000.0,1,5000.0,False
18790445,Curr Biol,Elsevier,7030.0,4,20120.0,False
01689525,Trends Genet,Elsevier,7030.0,3,15090.0,False
1471499X,Trends Mol Med,Elsevier,7030.0,2,10060.0,False
24058025,Trends Cancer,Elsevier,7030.0,2,10060.0,False
1878108X,Trends Neurosci,Elsevier,7030.0,1,5030.0,False
1879307X,Trends Cogn Sci,Elsevier,7030.0,1,5030.0,False
15583597,J Am Coll Cardiol,Elsevier,7166.0,3,15498.0,False
14744465,Lancet Neurol,Elsevier,7280.0,8,42240.0,False
1474547X,Lancet,Elsevier,7890.0,3,17670.0,False
17444292,Mol Syst Biol,Springer Nature,7990.0,2,11980.0,False
15573265,Clin Cancer Res,American Association for Cancer Research (AACR),8000.0,11,66000.0,False
15387445,Cancer Res,American Association for Cancer Research (AACR),8000.0,3,18000.0,False
24054720,Cell Syst,Elsevier,9350.0,1,7350.0,False
24519448,Cell Chem Biol,Elsevier,9350.0,1,7350.0,False
19327420,Cell Metab,Elsevier,10400.0,11,92400.0,False
10974164,Mol Cell,Elsevier,10400.0,10,84000.0,False
10974199,Neuron,Elsevier,10400.0,7,58800.0,False
10974180,Immunity,Elsevier,10400.0,3,25200.0,False
21598290,Cancer Discov,American Association for Cancer Research (AACR),11000.0,6,54000.0,False
10974172,Cell,Elsevier,11400.0,4,37600.0,False
15292916,Nat Immunol,Springer Nature,12690.0,26,277940.0,False
14764687,Nature,Springer Nature,12690.0,13,138970.0,False
1546170X,Nat Med,Springer Nature,12690.0,5,53450.0,False
15524469,Nat Chem Biol,Springer Nature,12690.0,5,53450.0,False
20585276,Nat Microbiol,Springer Nature,12690.0,5,53450.0,False
25225812,Nat Metab,Springer Nature,12690.0,5,53450.0,False
15461718,Nat Genet,Springer Nature,12690.0,4,42760.0,False
15459985,Nat Struct Mol Biol,Springer Nature,12690.0,2,21380.0,False
17483395,Nat Nanotechnol,Springer Nature,12690.0,2,21380.0,False
2157846X,Nat Biomed Eng,Springer Nature,12690.0,2,21380.0,False
15461726,Nat Neurosci,Springer Nature,12690.0,1,10690.0,False
15487105,Nat Methods,Springer Nature,12690.0,1,10690.0,False
2397334X,Nat Ecol Evol,Springer Nature,12690.0,1,10690.0,False
26628465,Nat Aging,Springer Nature,12690.0,1,10690.0,False
